HS Code,HS Code Label
0381590,Other
0381600,"FRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, OTHER THAN PRODUCTS OF 3801"
0381700,"XED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES, OTHER THAN THOSE OF 2707 OR 2902"
0381800,"EMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS, WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS"
0381900,"DRAULIC BRAKE FLUIDS AND OTHER PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS"
0382000,TI-FREEZING PREPARATIONS AND PREPARED DE-ICING FLUIDS
0382100,"EPARED CULTURE MEDIA FOR THE DEVELOPMENT OR MAINTENANCE OF MICRO-ORGANISMS (INCLUDING VIRUSES AND THE LIKE) OR OF PLANT, HUMAN OR ANIMAL CELLS"
0382200,"AGNOSTIC OR LABORATORY REAGENTS ON A BACKING, PREPARED DIAGNOSTIC OR LABORATORY REAGENTS WHETHER OR NOT ON A BACKING, OTHER THAN THOSE OF 3002 OR 3006; CERTIFIED REFERENCE MATERIALS"
0382311,Stearic acid
0382312,Oleic acid
0382313,Tall oil fatty acids
0382319,Other
0382370,Industrial fatty alcohols
0382410,Prepared binders for foundry moulds or cores
0382430,Non-agglomerated metal carbides mixed together or with metallic binders
0382440,"Prepared additives for cements, mortars or concretes"
0382450,Non-refractory mortars and concretes
0382460,Sorbitol other than that of 2905.44
0382471,"Containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)"
0382472,"Containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes"
0382473,Containing hydrobromofluorocarbons (HBFCs)
0382474,"Containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)"
0382475,Containing carbon tetrachloride
0382476,"Containing 1,1,1-trichloroethane (methyl chloroform)"
0382477,Containing bromomethane (methyl bromide) or bromochloromethane
0382478,"Containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs)"
0382479,Other
0382481,Containing oxirane (ethylene oxide)
0382482,"Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)"
0382483,"Containing tris(2,3-dibromopropyl) phosphate"
0382490,Other
0382510,Municipal waste
0382520,Sewage sludge
0382530,Clinical waste
0382541,Halogenated
0382549,Other
0382550,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids"
0382561,Mainly containing organic constituents
0382569,Other
0382590,Other
0382600,"ODIESEL AND MIXTURES THEREOF, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS"
0390110,Polyethylene having a specific gravity of less than 0.94
0390120,Polyethylene having a specific gravity of 0.94 or more
0390130,Ethylene-vinyl acetate copolymers
0390190,Other
0390210,Polypropylene
0390220,Polyisobutylene
0390230,Propylene copolymers
0390290,Other
0390311,Expansible
0390319,Other
0390320,Styrene-acrylonitrile (SAN) copolymers
0390330,Acrylonitrile-butadiene-styrene (ABS) copolymers
0390390,Other
0390410,"Poly(vinyl chloride), not mixed with any other substance"
0390421,Non-plasticised
0390422,Plasticised
0390430,Vinyl chloride-vinyl acetate copolymers
0390440,Other vinyl chloride copolymers
0390450,Vinylidene chloride polymers
0390461,Polytetrafluoroethylene
0390469,Other
0390490,Other
0390512,In aqueous dispersion
0390519,Other
0390521,In aqueous dispersion
0390529,Other
0390530,"Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups"
0390591,Copolymers
0390599,Other
0390610,Poly(methyl methacrylate)
0390690,Other
0390710,Polyacetals
0390720,Other polyethers
0390730,Epoxide resins
0390740,Polycarbonates
0390750,Alkyd resins
0390760,Poly(ethylene terephthalate)
0390770,Poly(lactic acid)
0390791,Unsaturated
0390799,Other
0390810,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12"
0390890,Other
0390910,Urea resins; thiourea resins
0390920,Melamine resins
0390930,Other amino-resins
0390940,Phenolic resins
0390950,Polyurethanes
0391000,LICONES IN PRIMARY FORMS
0391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes"
0391190,Other
0391211,Non-plasticised
0391212,Plasticised
0391220,Cellulose nitrates (including collodions)
0391231,Carboxymethylcellulose and its salts
0391239,Other
0391290,Other
0391310,"Alginic acid, its salts and esters"
0391390,Other
0391400,"N-EXCHANGERS BASED ON POLYMERS OF 3901 TO 3913, IN PRIMARY FORMS"
0391510,Of polymers of ethylene
0391520,Of polymers of styrene
0391530,Of polymers of vinyl chloride
0391590,Of other plastics
0391610,Of polymers of ethylene
0391620,Of polymers of vinyl chloride
0391690,Of other plastics
0391710,Artificial guts (sausage casings) of hardened protein or of cellulosic materials
0391721,Of polymers of ethylene
0391722,Of polymers of propylene
0391723,Of polymers of vinyl chloride
0391729,Of other plastics
0391731,"Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa"
0391732,"Other, not reinforced or otherwise combined with other materials, without fittings"
0391733,"Other, not reinforced or otherwise combined with other materials, with fittings"
0391739,Other
0391740,Fittings
0391810,Of polymers of vinyl chloride
0391890,Of other plastics
0391910,In rolls of a width not exceeding 20 cm
0391990,Other
0392010,Of polymers of ethylene
0392020,Of polymers of propylene
0392030,Of polymers of styrene
0392043,Containing by weight not less than 6% of plasticisers
0392049,Other
0392051,Of poly(methyl methacrylate)
0392059,Other
0392061,Of polycarbonates
0392062,Of poly(ethylene terephthalate)
0392063,Of unsaturated polyesters
0392069,Of other polyesters
0392071,Of regenerated cellulose
0392073,Of cellulose acetate
0392079,Of other cellulose derivatives
0392091,Of poly(vinyl butyral)
0392092,Of polyamides
0392093,Of amino-resins
0392094,Of phenolic resins
0392099,Of other plastics
0392111,Of polymers of styrene
0392112,Of polymers of vinyl chloride
0392113,Of polyurethanes
0392114,Of regenerated cellulose
0392119,Of other plastics
0392190,Other
0392210,"Baths, shower-baths, sinks and wash-basins"
0392220,Lavatory seats and covers
0392290,Other
0392310,"Boxes, cases, crates and similar articles"
0392321,Of polymers of ethylene
0392329,Of other plastics
0392330,"Carboys, bottles, flasks and similar articles"
0392340,"Spools, cops, bobbins and similar supports"
0392350,"Stoppers, lids, caps and other closures"
0392390,Other
0392410,Tableware and kitchenware
0392490,Other
0392510,"Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 L"
0392520,"Doors, windows and their frames and thresholds for doors"
0392530,"Shutters, blinds (including Venetian blinds) and similar articles and parts thereof"
0392590,Other
0392610,Office or school supplies
0392620,"Articles of apparel and clothing accessories (including gloves, mittens and mitts)"
0392630,"Fittings for furniture, coachwork or the like"
0392640,Statuettes and other ornamental articles
0392690,Other
0400110,"Natural rubber latex, whether or not pre-vulcanised"
0400121,Smoked sheets
0400122,Technically specified natural rubber (TSNR)
0400129,Other
0400130,"Balata, gutta-percha, guayule, chicle and similar natural gums"
0400211,Latex
0400219,Other
0400220,Butadiene rubber (BR)
0400231,Isobutene-isoprene (butyl) rubber (IIR)
0400239,Other
0400241,Latex
0400249,Other
0400251,Latex
0400259,Other
0400260,Isoprene rubber (IR)
0400270,Ethylene-propylene-non-conjugated diene rubber (EPDM)
0400280,Mixtures of any product of 4001 with any product of this heading
0400291,Latex
0400299,Other
0400300,"CLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP"
0400400,"STE, PARINGS AND SCRAP OF RUBBER (OTHER THAN HARD RUBBER) AND POWDERS AND GRANULES OBTAINED THEREFROM"
0400510,Compounded with carbon black or silica
0400520,Solutions; dispersions other than those of 4005.10
0400591,"Plates, sheets and strip"
0400599,Other
0400610,'Camel-back' strips for retreading rubber tyres
0400690,Other
0400700,LCANISED RUBBER THREAD AND CORD
0400811,"Plates, sheets and strip"
0400819,Other
0400821,"Plates, sheets and strip"
0400829,Other
0400911,Without fittings
0400912,With fittings
0400921,Without fittings
0400922,With fittings
0400931,Without fittings
0400932,With fittings
0400941,Without fittings
0400942,With fittings
0401011,Reinforced only with metal
0401012,Reinforced only with textile materials
0401019,Other
0401031,"Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm"
0401032,"Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm"
0401033,"Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm"
0401034,"Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm"
0401035,"Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm"
0401036,"Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm"
0401039,Other
0401110,Of a kind used on motor cars (including station wagons and racing cars)
0401120,Of a kind used on buses or lorries
0401130,Of a kind used on aircraft
0401140,Of a kind used on motorcycles
0401150,Of a kind used on bicycles
0401161,Of a kind used on agricultural or forestry vehicles and machines
0401162,Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm
0401163,Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm
0401169,Other
0401192,Of a kind used on agricultural or forestry vehicles and machines
0401193,Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm
0401194,Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm
0401199,Other
0401211,Of a kind used on motor cars (including station wagons and racing cars)
0401212,Of a kind used on buses or lorries
0401213,Of a kind used on aircraft
0401219,Other
0401220,Used pneumatic tyres
0401290,Other
0401310,"Of a kind used on motor cars (including station wagons and racing cars), buses or lorries"
0401320,Of a kind used on bicycles
0401390,Other
0401410,Sheath contraceptives
0401490,Other
0401511,Surgical
0401519,Other
0401590,Other
0401610,Of cellular rubber
0401691,Floor coverings and mats
0401692,Erasers
0401693,"Gaskets, washers and other seals"
0401694,"Boat or dock fenders, whether or not inflatable"
0401695,Other inflatable articles
0401699,Other
0401700,"RD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER"
0410120,"Whole hides and skins, unsplit, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved:"
0410150,"Whole hides and skins, of a weight exceeding 16 kg:"
0410190,"Other, including butts, bends and bellies"
0410210,With wool on:
0410221,Pickled
0410229,Other
0410320,Of reptiles
0410330,Of swine
0410390,Other
0410411,"Full grains, unsplit; grain splits"
0410419,Other
0410441,"Full grains, unsplit; grain splits"
0410449,Other
0410510,In the wet state (including wet-blue)
0410530,In the dry state (crust)
0410621,In the wet state (including wet-blue)
0410622,In the dry state (crust)
0410631,In the wet state (including wet-blue)
0410632,In the dry state (crust)
0410640,Of reptiles
0410691,In the wet state (including wet-blue)
0410692,In the dry state (crust)
0410711,"Full grains, unsplit"
0410712,Grain splits
0410719,Other
0410791,"Full grains, unsplit"
0410792,Grain splits
0410799,Other
0411200,"ATHER FURTHER PREPARED AFTER TANNING OR CRUSTING, INCLUDING PARCHMENT-DRESSED LEATHER, OF SHEEP OR LAMB, WITHOUT WOOL ON, WHETHER OR NOT SPLIT, OTHER THAN LEATHER OF 4114"
0411310,Of goats or kids
0411320,Of swine
0411330,Of reptiles
0411390,Other
0411410,Chamois (including combination chamois) leather
0411420,Patent leather and patent laminated leather; metallised leather
0411510,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls"
0411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
0420100,"DDLERY AND HARNESS FOR ANY ANIMAL (INCLUDING TRACES, LEADS, KNEE PADS, MUZZLES, SADDLE CLOTHS, SADDLE BAGS, DOG COATS AND THE LIKE), OF ANY MATERIAL"
0420211,With outer surface of leather or of composition leather
0420212,With outer surface of plastics or of textile materials
0420219,Other
0420221,With outer surface of leather or of composition leather
0420222,With outer surface of plastic sheeting or of textile materials
0420229,Other
0420231,With outer surface of leather or of composition leather
0420232,With outer surface of plastic sheeting or of textile materials
0420239,Other
0420291,With outer surface of leather or of composition leather
0420292,With outer surface of plastic sheeting or of textile materials
0420299,Other
0420310,Articles of apparel
0420321,Specially designed for use in sports
0420329,Other
0420330,Belts and bandoliers
0420340,Other clothing accessories
0420500,HER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER
0420600,"TICLES OF GUT (OTHER THAN SILK-WORM GUT), OF GOLDBEATER'S SKIN, OF BLADDERS OR OF TENDONS"
0430110,"Of mink, whole, with or without head, tail or paws"
0430130,"Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head tail or paws"
0430160,"Of fox, whole, with or without head, tail or paws"
0430180,"Other furskins, whole, with or without head, tail or paws"
0430190,"Heads, tails, paws and other pieces or cuttings, suitable for furriers' use"
0430211,Of mink
0430219,Other
0430220,"Heads, tails, paws and other pieces or cuttings, not assembled"
0430230,"Whole skins and pieces or cuttings thereof, assembled"
0430310,Articles of apparel and clothing accessories
0430390,Other
0430400,TIFICIAL FUR AND ARTICLES THEREOF
0440110,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms"
0440121,Coniferous
0440122,Non-coniferous
0440131,Wood pellets
0440139,Other
